Job_Role,Company_name,Location,Desired_Experience,Skills_Required,Salary_Expected,Education
"junior resident
jubilee mission medical college & research institute4.3(19 reviews)",jubilee mission medical college & research institute4.3(19 reviews),['thrissur'],2 - 5 years,"['key skills', 'customer servicedata analysishelp desk telephony supportcustomer relationshipaccess controlsnursesfacultyjunior resident']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"customer success manager
qventus",qventus,['remote'],3 - 5 years,"['key skills', 'product managementchange managementproject managementartificial intelligencemachine learninghealthcareaccount managementoperationssql']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in marketing, ca in ca']"
"amazon/flipkart store manager | operation manager
clear imagination private limited",clear imagination private limited,['delhi ncr'],2 - 6 years,"['key skills', 'amazonb2b marketingb2bb2c salesb2c marketingbrand managementflipkartaccount managementbusiness development']","₹ 50,000 - 3,00,000 p.a.","['education', 'ug :any graduate in any specialization']"
"junior chemist
pious pharmaceuticals pvt ltd",pious pharmaceuticals pvt ltd,['indore'],2 - 5 years,"['key skills', 'help deskcustomer servicedata analysiscustomer relationshipaccess controlstelephony supportinformation']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"junior accountant
himalayan explorer",himalayan explorer,['kullu/manali'],3 - 8 years,"['key skills', 'financial statementsdata analysispoliciesfinancial reportingaccountingtimetaxationfinancial auditingmonitoringbusiness operations']",not disclosed,"['education', 'ug :b.com in commerce', 'pg :ca in ca']"
"junior architect
anarchment",anarchment,['not specified'],1 - 6 years,"['key skills', 'help deskcustomer servicedata analysiscustomer relationshipaccess controlstelephony supportinformation']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"informatica informatica power center bdm mdm 6+ yrs chennai location
shree bhuvan consulting",shree bhuvan consulting,['chennai'],7 - 12 years,"['key skills', 'informatica cloudinformatica mdminformatica intelligent cloud servicesbusiness intelligenceiicsinformatica power centerdwbiinformatica bdminformaticadata warehousingetl']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"informatica informatica cloud iics 6+ yrs chennai location
shree bhuvan consulting
hiring for hiring for reputed cmmi level 5 company",shree bhuvan consulting,['chennai'],7 - 12 years,"['key skills', 'informatica cloudinformatica mdminformatica intelligent cloud servicesiicsinformatica power centerinformatica bdminformatica']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"junior quality control executive
spot in job consultancy",spot in job consultancy,['rajkot'],2 - 3 years,"['key skills', 'data analysispdfstatistical analysisstaffingmanufacturing processconsultancyschedulingexecutive quality controlmonitoringrecruitment']",not disclosed,"['education', 'ug :diploma in mechanical, any graduate in any specialization', 'pg :post graduation not required']"
"senior mis specialist
elite decor pvt ltd",elite decor pvt ltd,['vadodara'],7 - 10 years,"['key skills', 'experience in misexperience in mis reportingmanagement information systemmis executivedata analysisreportadvanced excelmis reportmis reporting']","₹ 3,00,000 - 8,00,000 p.a.","['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :any doctorate in any specialization, doctorate not required']"
"area sales manager food retail/store manager food retail
roc foods limited (formerly known as alchemist foods limited)",roc foods limited (formerly known as alchemist foods limited),"['ludhiana', ' delhi ncr', ' chandigarh']",2 - 7 years,"['key skills', 'food processingclient developmentstore managementmodern retailcustomer relationshipstore supervisionresults drivensalesvendor relationshipsclient relationshipsarea sales managementfood productionmarket knowledgesales presentationsquality control']","₹ 2,00,000 - 6,00,000 p.a.","['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in any specialization']"
"accounts executive trainee
adreno technologies india private limited3.0(10 reviews)",adreno technologies india private limited3.0(10 reviews),['ambala'],1 - 5 years,"['key skills', 'data analysisaccountingsales taxpayroll preparationvatbook keepingexecutive traineeaccounts executivesoftware solutionssoftware services']",not disclosed,"['education', 'ug :b.com in commerce', 'pg :post graduation not required']"
"english speaking search engine evaluators
lionbridge technologies inc.",lionbridge technologies inc.,['india'],1 - 5 years,"['key skills', 'analytical skillstrainingweb technologiesindependent contractorsocial mediamachine learningbankingwindowsresearch']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"team leader
kpmg3.7(1247 reviews)",kpmg3.7(1247 reviews),['india'],2 - 6 years,"['key skills', 'data analysisteam managementsasstaffinganalyticalms officepowerpointoperationssecondary researchbalance sheet']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"quality and automation engineer 2
comcast",comcast,['chennai'],2 - 5 years,"['key skills', 'computer scienceautomationdata analysismanager quality assuranceproduct designcustomer experienceapplication softwaresoftware solutionsproduct supportinventory']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"digital marketing manager
nimbull digital marketing",nimbull digital marketing,"['delhi', ' noida']",5 - 9 years,"['key skills', 'digital marketingdigital marketing executivegoogle adwordssocial media marketingdigital marketing managergoogle analyticsgooglesemdigital marketing expertseodigital marketing specialistfacebook marketing']","₹ 5,00,000 - 10,00,000 p.a.","['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization, post graduation not required', 'doctorate :doctorate not required, any doctorate in any specialization']"
"hr consulting
microsoft corporation4.1(372 reviews)",microsoft corporation4.1(372 reviews),['noida'],5 - 6 years,"['key skills', 'change managementdata analysishrisconsultingbusiness planninghr solutionshrmicrosoftbusiness intelligenceanalytics']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"ai / ml lead / ai director
cosmic i",cosmic i,['noida'],7 - 12 years,"['key skills', 'artificial intelligencecomputer visionmachine learning', 'object detectionimage processingneural networksdata representationstatistical analysisdeep learningpython', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'ug :graduation not required']"
"technical project manager
agreeya3.1(64 reviews)",agreeya3.1(64 reviews),['noida'],12 - 18 years,"['key skills', 'technical architecttechnical project managerproject managementtechnical managerproject manager']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"mc eim con blr 1 10_27
kpmg3.7(1247 reviews)",kpmg3.7(1247 reviews),['india'],4 - 7 years,"['key skills', 'data analysistechnical writingproblem managementincident managementpower bidata qualityasset managementinformaticadata visualizationmonitoring']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in marketing']"
"quality evaluator
kochartech3.3(84 reviews)",kochartech3.3(84 reviews),['ludhiana'],1 - 3 years,"['key skills', 'trainingdata analysiscompliancecompliance managementtraining need analysishtmlquality evaluatortechnology solutionsquality managementauditing']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"qlik engineer
ideas2it3.9(14 reviews)",ideas2it3.9(14 reviews),['chennai'],4 - 7 years,"['key skills', 'loanshealth insuranceadvanced analyticsqlik senseanalyticalmanager technologyjsonsiliconoraclesql']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"excellent opportunity for sales support executive @ delhi
stem learning private limited",stem learning private limited,['delhi ncr'],1 - 4 years,"['key skills', 'mis preparationexcelreport generationexcel powerpointmismis operationsback officedata analysisadvanced excelmis reportingdata entry operationmis executive']","₹ 1,00,000 - 2,25,000 p.a.","['education', 'ug :any graduate in any specialization']"
"php developer
ouctus technology pvt. ltd.",ouctus technology pvt. ltd.,"['delhi', ' noida']",1 - 5 years,"['key skills', 'csshtmljsonjquerylaravelcodeignitercommunication skillsrestwordpressmysqljavascriptphpcore phpweb services']","₹ 2,00,000 - 6,50,000 p.a.","['education', 'ug :diploma in any specialization, any graduate in any specialization']"
"platform architect
us technology international pvt ltd3.4(12 reviews)",us technology international pvt ltd3.4(12 reviews),"['chennai', ' trivandrum', ' kochi']",10 - 17 years,"['key skills', 'product managementproduct visiondesign developmententerprise softwarefunctional analysissoftware architectureartificial intelligencemachine learning']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization']"
"python, django backend developer [ experienced ]
k12 techno services pvt. ltd3.5(86 reviews)",k12 techno services pvt. ltd3.5(86 reviews),['visakhapatnam'],3 - 6 years,"['key skills', 'cdata structurespostgresqlc+sqlalgorithmsgitlinuxdjangojavascriptdatabase managementmysqlsqlite3python']","₹ 7,00,000 - 15,00,000 p.a.","['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"enterprise process architect lead
globalhunt india private limited",globalhunt india private limited,"['bengaluru', ' hyderabad']",7 - 12 years,"['key skills', 'process engineeringdata analysisdfssbpmprocess definition']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"qa - python, automation, rpa/ui path
ifintalent global pvt ltd",ifintalent global pvt ltd,"['bengaluru', ' hyderabad']",3 - 5 years,"['key skills', 'javaazurerpaartificial intelligencesql queriessvnversion controlui pathmachine learningjenkinsgitautomation frameworkpython']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :m.tech in any specialization, mca in any specialization']"
"fusion hcm techno functional 1
mindcom consulting services pvt ltd
hiring for j & s management india pvt ltd",mindcom consulting services pvt ltd,"['bengaluru', ' hyderabad']",6 - 11 years,"['key skills', 'techno functional']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"principal reliability engineer
talpro",talpro,"['bengaluru', ' hyderabad']",10 - 20 years,"['key skills', 'javadatabasescgoavailabilityuser interfacesobject - oriented languagesecurityperformancetechnologyshellprincipal engineersstabilitypythonarchitecture']","₹ 80,00,000 - 1 cr and above p.a.","['education', 'ug :any graduate in any specialization, graduation not required', 'pg :any postgraduate in any specialization, post graduation not required', 'doctorate :any doctorate in any specialization, doctorate not required']"
